"geographicAreaM49","aquastatElement","ts_length","count_raw","ts_expansion","count_imp","true_imp","share_NA_imp","definitions"
"Armenia",4327,6,2,4,6,4,66.6666666666667,"% of area equipped for irrigation power irrigated"
"Armenia",4328,10,2,8,10,8,80,"% of the area equipped for irrigation actually irrigated"
"Armenia",4330,15,4,11,15,11,73.3333333333333,"% of irrigation potential equipped for irrigation"
"Armenia",4331,15,4,11,15,11,73.3333333333333,"% of the cultivated area equipped for irrigation"
"Armenia",4445,10,2,8,10,8,80,"% of area equipped for irrigation salinized"
"Armenia",4446,1,1,0,1,0,0,"% of area equipped for irrigation drained"
"Armenia",4450,21,5,16,21,16,76.1904761904762,"Freshwater withdrawal as % of internal renewable water resources"
"Armenia",4457,21,5,16,21,16,76.1904761904762,"Municipal water withdrawal per capita (total population)"
"Armenia",4458,24,6,18,24,18,75,"GDP per Capita"
"Armenia",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Armenia",4462,12,2,10,12,10,83.3333333333333,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Armenia",4463,10,2,8,10,8,80,"% of area equipped for full control irrigation actually irrigated"
"Armenia",4464,12,2,10,12,10,83.3333333333333,"Irrigated cropping intensity"
"Armenia",4467,21,5,16,21,16,76.1904761904762,"Freshwater withdrawal as % of total water withdrawal"
"Armenia",4468,21,5,16,21,16,76.1904761904762,"Municipal water withdrawal per capita (urban population)"
"Armenia",4470,23,6,17,23,17,73.9130434782609,"% of total country area cultivated"
"Armenia",4471,10,3,7,10,7,70,"Dam capacity per capita"
"Armenia",4531,19,5,14,19,14,73.6842105263158,"Industrial water withdrawal per capita"
"Armenia",4532,19,5,14,19,14,73.6842105263158,"Agricultural water withdrawal per capita"
"Armenia",4538,23,6,17,23,17,73.9130434782609,"% of economically active population active in agriculture"
"Armenia",4550,21,5,16,21,16,76.1904761904762,"Not defined6"
"Armenia",4551,21,5,16,21,16,76.1904761904762,"Not defined7"
"Armenia",4552,21,5,16,21,16,76.1904761904762,"Not defined8"
"Armenia",4553,21,5,16,21,16,76.1904761904762,"Not defined9"
"Armenia",4554,21,5,16,21,16,76.1904761904762,"Not defined10"
"Armenia",4555,1,1,0,1,0,0,"Not defined11"
"Armenia",4556,12,2,10,12,10,83.3333333333333,"Not defined12"
"Australia",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Australia",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Australia",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Australia",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Australia",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Australia",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Australia",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Australia",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Australia",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Australia",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Australia",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Australia",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Australia",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Australia",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Australia",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Australia",4196,51,11,40,51,40,78.4313725490196,"Total exploitable water resources"
"Australia",4253,20,5,15,20,15,75,"Total water withdrawal"
"Australia",4254,20,5,15,20,15,75,"Agricultural water withdrawal as % of total water withdrawal"
"Australia",4255,15,4,11,15,11,73.3333333333333,"Municipal water withdrawal as % of total withdrawal"
"Australia",4256,15,4,11,15,11,73.3333333333333,"Industrial water withdrawal as % of total water withdrawal"
"Australia",4257,20,5,15,20,15,75,"Total water withdrawal per capita"
"Australia",4263,20,5,15,20,15,75,"Total freshwater withdrawal (primary and secondary)"
"Australia",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Australia",4273,20,5,15,20,15,75,"Agricultural water withdrawal as % of total renewable water resources"
"Australia",4275,20,5,15,20,15,75,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Australia",4311,5,1,4,5,4,80,"Area equipped for full control irrigation: total"
"Australia",4313,46,4,42,46,42,91.304347826087,"Area equipped for irrigation: total"
"Australia",4317,17,4,13,17,13,76.4705882352941,"Total agricultural water managed area"
"Australia",4319,17,4,13,17,13,76.4705882352941,"% of agricultural water managed area equipped for irrigation"
"Australia",4331,17,4,13,17,13,76.4705882352941,"% of the cultivated area equipped for irrigation"
"Australia",4445,1,1,0,1,0,0,"% of area equipped for irrigation salinized"
"Australia",4450,20,5,15,20,15,75,"Freshwater withdrawal as % of internal renewable water resources"
"Australia",4455,41,5,36,41,36,87.8048780487805,"Conservation agriculture area as % of arable land area"
"Australia",4457,15,4,11,15,11,73.3333333333333,"Municipal water withdrawal per capita (total population)"
"Australia",4458,54,12,42,54,42,77.7777777777778,"GDP per Capita"
"Australia",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Australia",4462,6,2,4,6,4,66.6666666666667,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Australia",4464,6,2,4,6,4,66.6666666666667,"Irrigated cropping intensity"
"Australia",4467,20,5,15,20,15,75,"Freshwater withdrawal as % of total water withdrawal"
"Australia",4468,15,4,11,15,11,73.3333333333333,"Municipal water withdrawal per capita (urban population)"
"Australia",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Australia",4471,56,12,44,56,44,78.5714285714286,"Dam capacity per capita"
"Australia",4531,14,4,10,14,10,71.4285714285714,"Industrial water withdrawal per capita"
"Australia",4532,19,5,14,19,14,73.6842105263158,"Agricultural water withdrawal per capita"
"Australia",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Australia",4550,20,5,15,20,15,75,"Not defined6"
"Australia",4551,15,4,11,15,11,73.3333333333333,"Not defined7"
"Australia",4552,20,5,15,20,15,75,"Not defined8"
"Australia",4553,15,4,11,15,11,73.3333333333333,"Not defined9"
"Australia",4554,15,4,11,15,11,73.3333333333333,"Not defined10"
"Australia",4555,9,3,6,9,6,66.6666666666667,"Not defined11"
"Australia",4556,8,3,5,8,5,62.5,"Not defined12"
"Belarus",4103,23,6,17,23,17,73.9130434782609,"Cultivated area (arable land + permanent crops)"
"Belarus",4105,24,6,18,24,18,75,"Rural population"
"Belarus",4107,24,6,18,24,18,75,"Population density"
"Belarus",4108,23,6,17,23,17,73.9130434782609,"Population economically active in agriculture"
"Belarus",4150,23,6,17,23,17,73.9130434782609,"Long-term average annual precipitation in volume"
"Belarus",4157,23,6,17,23,17,73.9130434782609,"Total internal renewable water resources (IRWR)"
"Belarus",4158,23,6,17,23,17,73.9130434782609,"Total internal renewable water resources per capita"
"Belarus",4164,23,6,17,23,17,73.9130434782609,"Surface water: accounted inflow"
"Belarus",4176,23,6,17,23,17,73.9130434782609,"Surface water: total external renewable"
"Belarus",4182,23,6,17,23,17,73.9130434782609,"Water resources: total external renewable"
"Belarus",4185,23,6,17,23,17,73.9130434782609,"Total renewable surface water"
"Belarus",4187,23,6,17,23,17,73.9130434782609,"Total renewable groundwater"
"Belarus",4188,23,6,17,23,17,73.9130434782609,"Total renewable water resources"
"Belarus",4190,23,6,17,23,17,73.9130434782609,"Total renewable water resources per capita"
"Belarus",4192,23,6,17,23,17,73.9130434782609,"Dependency ratio"
"Belarus",4253,19,5,14,19,14,73.6842105263158,"Total water withdrawal"
"Belarus",4254,19,5,14,19,14,73.6842105263158,"Agricultural water withdrawal as % of total water withdrawal"
"Belarus",4255,19,5,14,19,14,73.6842105263158,"Municipal water withdrawal as % of total withdrawal"
"Belarus",4256,19,5,14,19,14,73.6842105263158,"Industrial water withdrawal as % of total water withdrawal"
"Belarus",4257,19,5,14,19,14,73.6842105263158,"Total water withdrawal per capita"
"Belarus",4263,19,5,14,19,14,73.6842105263158,"Total freshwater withdrawal (primary and secondary)"
"Belarus",4271,1,1,0,1,0,0,"Agricultural water requirement as % of agricultural water withdrawal"
"Belarus",4273,19,5,14,19,14,73.6842105263158,"Agricultural water withdrawal as % of total renewable water resources"
"Belarus",4275,19,5,14,19,14,73.6842105263158,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Belarus",4300,19,4,15,19,15,78.9473684210526,"Total cultivated area drained"
"Belarus",4305,19,4,15,19,15,78.9473684210526,"% of total cultivated area drained"
"Belarus",4311,19,4,15,19,15,78.9473684210526,"Area equipped for full control irrigation: total"
"Belarus",4313,19,4,15,19,15,78.9473684210526,"Area equipped for irrigation: total"
"Belarus",4317,19,4,15,19,15,78.9473684210526,"Total agricultural water managed area"
"Belarus",4319,19,4,15,19,15,78.9473684210526,"% of agricultural water managed area equipped for irrigation"
"Belarus",4323,1,1,0,1,0,0,"% of area equipped for irrigation by groundwater"
"Belarus",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Belarus",4328,1,1,0,1,0,0,"% of the area equipped for irrigation actually irrigated"
"Belarus",4331,19,4,15,19,15,78.9473684210526,"% of the cultivated area equipped for irrigation"
"Belarus",4446,11,3,8,11,8,72.7272727272727,"% of area equipped for irrigation drained"
"Belarus",4450,19,5,14,19,14,73.6842105263158,"Freshwater withdrawal as % of internal renewable water resources"
"Belarus",4457,19,5,14,19,14,73.6842105263158,"Municipal water withdrawal per capita (total population)"
"Belarus",4458,24,6,18,24,18,75,"GDP per Capita"
"Belarus",4459,1,1,0,1,0,0,"Area equipped for full control irrigation: pressurized (sprinkler + localized)"
"Belarus",4462,1,1,0,1,0,0,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Belarus",4463,1,1,0,1,0,0,"% of area equipped for full control irrigation actually irrigated"
"Belarus",4464,1,1,0,1,0,0,"Irrigated cropping intensity"
"Belarus",4467,19,5,14,19,14,73.6842105263158,"Freshwater withdrawal as % of total water withdrawal"
"Belarus",4468,19,5,14,19,14,73.6842105263158,"Municipal water withdrawal per capita (urban population)"
"Belarus",4470,23,6,17,23,17,73.9130434782609,"% of total country area cultivated"
"Belarus",4471,1,1,0,1,0,0,"Dam capacity per capita"
"Belarus",4531,19,5,14,19,14,73.6842105263158,"Industrial water withdrawal per capita"
"Belarus",4532,19,5,14,19,14,73.6842105263158,"Agricultural water withdrawal per capita"
"Belarus",4538,23,6,17,23,17,73.9130434782609,"% of economically active population active in agriculture"
"Belarus",4550,19,5,14,19,14,73.6842105263158,"Not defined6"
"Belarus",4551,19,5,14,19,14,73.6842105263158,"Not defined7"
"Belarus",4552,19,5,14,19,14,73.6842105263158,"Not defined8"
"Belarus",4553,19,5,14,19,14,73.6842105263158,"Not defined9"
"Belarus",4554,19,5,14,19,14,73.6842105263158,"Not defined10"
"Belarus",4555,1,1,0,1,0,0,"Not defined11"
"Belarus",4556,1,1,0,1,0,0,"Not defined12"
"Bhutan",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Bhutan",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Bhutan",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Bhutan",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
"Bhutan",4150,53,12,41,53,41,77.3584905660377,"Long-term average annual precipitation in volume"
"Bhutan",4157,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources (IRWR)"
"Bhutan",4158,53,12,41,53,41,77.3584905660377,"Total internal renewable water resources per capita"
"Bhutan",4164,53,12,41,53,41,77.3584905660377,"Surface water: accounted inflow"
"Bhutan",4176,53,12,41,53,41,77.3584905660377,"Surface water: total external renewable"
"Bhutan",4182,53,12,41,53,41,77.3584905660377,"Water resources: total external renewable"
"Bhutan",4185,53,12,41,53,41,77.3584905660377,"Total renewable surface water"
"Bhutan",4187,53,12,41,53,41,77.3584905660377,"Total renewable groundwater"
"Bhutan",4188,53,12,41,53,41,77.3584905660377,"Total renewable water resources"
"Bhutan",4190,53,12,41,53,41,77.3584905660377,"Total renewable water resources per capita"
"Bhutan",4192,53,12,41,53,41,77.3584905660377,"Dependency ratio"
"Bhutan",4253,1,1,0,1,0,0,"Total water withdrawal"
"Bhutan",4254,1,1,0,1,0,0,"Agricultural water withdrawal as % of total water withdrawal"
"Bhutan",4255,1,1,0,1,0,0,"Municipal water withdrawal as % of total withdrawal"
"Bhutan",4256,1,1,0,1,0,0,"Industrial water withdrawal as % of total water withdrawal"
"Bhutan",4257,1,1,0,1,0,0,"Total water withdrawal per capita"
"Bhutan",4263,1,1,0,1,0,0,"Total freshwater withdrawal (primary and secondary)"
"Bhutan",4273,1,1,0,1,0,0,"Agricultural water withdrawal as % of total renewable water resources"
"Bhutan",4275,1,1,0,1,0,0,"MDG 7.5. Freshwater withdrawal as % of total renewable water resources"
"Bhutan",4311,16,3,13,16,13,81.25,"Area equipped for full control irrigation: total"
"Bhutan",4313,16,3,13,16,13,81.25,"Area equipped for irrigation: total"
"Bhutan",4317,16,3,13,16,13,81.25,"Total agricultural water managed area"
"Bhutan",4319,16,3,13,16,13,81.25,"% of agricultural water managed area equipped for irrigation"
"Bhutan",4324,1,1,0,1,0,0,"% of area equipped for irrigation by surface water"
"Bhutan",4327,1,1,0,1,0,0,"% of area equipped for irrigation power irrigated"
"Bhutan",4328,13,2,11,13,11,84.6153846153846,"% of the area equipped for irrigation actually irrigated"
"Bhutan",4331,16,3,13,16,13,81.25,"% of the cultivated area equipped for irrigation"
"Bhutan",4450,1,1,0,1,0,0,"Freshwater withdrawal as % of internal renewable water resources"
"Bhutan",4457,22,2,20,22,20,90.9090909090909,"Municipal water withdrawal per capita (total population)"
"Bhutan",4458,34,8,26,34,26,76.4705882352941,"GDP per Capita"
"Bhutan",4462,13,2,11,13,11,84.6153846153846,"Harvested irrigated crop area as % of the full control irrigation area actually irrigated"
"Bhutan",4463,13,2,11,13,11,84.6153846153846,"% of area equipped for full control irrigation actually irrigated"
"Bhutan",4464,13,2,11,13,11,84.6153846153846,"Irrigated cropping intensity"
"Bhutan",4467,1,1,0,1,0,0,"Freshwater withdrawal as % of total water withdrawal"
"Bhutan",4468,22,2,20,22,20,90.9090909090909,"Municipal water withdrawal per capita (urban population)"
"Bhutan",4470,53,12,41,53,41,77.3584905660377,"% of total country area cultivated"
"Bhutan",4531,26,2,24,26,24,92.3076923076923,"Industrial water withdrawal per capita"
"Bhutan",4532,1,1,0,1,0,0,"Agricultural water withdrawal per capita"
"Bhutan",4538,33,8,25,33,25,75.7575757575758,"% of economically active population active in agriculture"
"Bhutan",4550,1,1,0,1,0,0,"Not defined6"
"Bhutan",4551,1,1,0,1,0,0,"Not defined7"
"Bhutan",4552,1,1,0,1,0,0,"Not defined8"
"Bhutan",4553,22,2,20,22,20,90.9090909090909,"Not defined9"
"Bhutan",4554,22,2,20,22,20,90.9090909090909,"Not defined10"
"Bhutan",4555,1,1,0,1,0,0,"Not defined11"
"Bhutan",4556,14,2,12,14,12,85.7142857142857,"Not defined12"
"Bolivia (Plurinational State of)",4103,53,12,41,53,41,77.3584905660377,"Cultivated area (arable land + permanent crops)"
"Bolivia (Plurinational State of)",4105,54,12,42,54,42,77.7777777777778,"Rural population"
"Bolivia (Plurinational State of)",4107,54,12,42,54,42,77.7777777777778,"Population density"
"Bolivia (Plurinational State of)",4108,33,8,25,33,25,75.7575757575758,"Population economically active in agriculture"
